true_label,risk_score,classification,severity,ae_flagged,km_flagged
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3641,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.1868,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0712,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.1336,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.4981,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4887,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4257,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4698,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0093,KNOWN,LOW,False,False
BENIGN,0.0792,KNOWN,LOW,False,False
BENIGN,0.2707,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4209,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4785,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4644,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4582,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0234,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5423,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SLOWLORIS,0.4432,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.1801,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3315,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-HTTP_FLOOD,0.4083,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5562,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4942,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4545,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.472,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.3058,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.449,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5088,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.5395,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.464,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.1887,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4665,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.417,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3614,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-HOSTDISCOVERY,0.6141,ROGUE,HIGH,True,True
DOS-TCP_FLOOD,0.4819,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.0917,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.5339,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.308,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3572,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.081,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3927,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4767,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5273,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5484,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.1491,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4717,ROGUE,HIGH,True,False
RECON-OSSCAN,0.1082,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3008,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5606,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4837,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.152,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.4363,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4792,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.5551,ROGUE,HIGH,True,False
BENIGN,0.0159,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0338,KNOWN,LOW,False,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.1948,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4973,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4262,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3753,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5563,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4244,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4725,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4767,ROGUE,HIGH,True,False
BENIGN,0.0196,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4717,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4969,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4721,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4167,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4739,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4672,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.2822,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4915,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4861,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.5108,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3135,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3167,SUSPECT,MEDIUM,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
BENIGN,0.126,KNOWN,LOW,False,False
BENIGN,0.096,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3823,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.4907,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0618,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0236,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.0436,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.3893,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4861,ROGUE,HIGH,True,False
BENIGN,0.2019,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3133,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.4121,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4485,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.3935,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.4958,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4644,ROGUE,HIGH,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3104,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4955,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3821,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.0089,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.1192,KNOWN,LOW,False,False
DDOS-SYN_FLOOD,0.4335,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4359,SUSPECT,MEDIUM,True,False
DDOS-SYN_FLOOD,0.4705,ROGUE,HIGH,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4849,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0789,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0839,KNOWN,LOW,False,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4382,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.4952,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.302,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3037,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.417,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.4597,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0577,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.6978,ROGUE,CRITICAL,True,True
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.513,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4507,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.2461,KNOWN,LOW,False,False
DOS-SYN_FLOOD,0.3724,SUSPECT,MEDIUM,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.3904,SUSPECT,MEDIUM,True,False
DOS-UDP_FLOOD,0.4789,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.0741,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.4393,SUSPECT,MEDIUM,True,False
SQLINJECTION,0.5546,ROGUE,HIGH,False,True
DOS-TCP_FLOOD,0.4409,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4853,ROGUE,HIGH,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.1183,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0114,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.1926,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0889,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.5602,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.5062,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5455,ROGUE,HIGH,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.4055,SUSPECT,MEDIUM,True,False
DOS-SYN_FLOOD,0.4895,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0065,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5181,ROGUE,HIGH,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5388,ROGUE,HIGH,True,False
DDOS-TCP_FLOOD,0.4409,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0424,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.2105,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.1147,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.181,KNOWN,LOW,False,False
DNS_SPOOFING,0.1724,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4792,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0697,KNOWN,LOW,False,False
VULNERABILITYSCAN,0.135,KNOWN,LOW,False,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.5339,ROGUE,HIGH,True,False
DNS_SPOOFING,0.126,KNOWN,LOW,False,False
DDOS-SYNONYMOUSIP_FLOOD,0.4697,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4276,SUSPECT,MEDIUM,True,False
DDOS-TCP_FLOOD,0.4218,SUSPECT,MEDIUM,True,False
DDOS-HTTP_FLOOD,0.3254,SUSPECT,MEDIUM,True,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4957,ROGUE,HIGH,True,False
DOS-UDP_FLOOD,0.4717,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3014,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5451,ROGUE,HIGH,True,False
BENIGN,0.153,KNOWN,LOW,False,False
MIRAI-GREETH_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3001,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.4767,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4745,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.499,ROGUE,HIGH,True,False
VULNERABILITYSCAN,0.4791,ROGUE,HIGH,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.1604,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.3016,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.0272,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.555,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.3002,KNOWN,LOW,True,False
DNS_SPOOFING,0.4231,SUSPECT,MEDIUM,True,False
DNS_SPOOFING,0.0615,KNOWN,LOW,False,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.2172,KNOWN,LOW,False,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4699,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4832,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5276,ROGUE,HIGH,True,False
MITM-ARPSPOOFING,0.0971,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.3879,SUSPECT,MEDIUM,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.4658,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.3866,SUSPECT,MEDIUM,True,False
DOS-HTTP_FLOOD,0.3001,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4157,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
BENIGN,0.0283,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4983,ROGUE,HIGH,True,False
BENIGN,0.0392,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4543,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.487,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3161,SUSPECT,MEDIUM,True,False
VULNERABILITYSCAN,0.7236,ROGUE,CRITICAL,True,True
DOS-SYN_FLOOD,0.5549,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3292,SUSPECT,MEDIUM,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4897,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4294,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5481,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.3769,SUSPECT,MEDIUM,True,False
DDOS-ICMP_FLOOD,0.3,KNOWN,LOW,True,False
VULNERABILITYSCAN,0.5175,ROGUE,HIGH,True,False
BENIGN,0.2257,KNOWN,LOW,False,False
DDOS-HTTP_FLOOD,0.3,KNOWN,LOW,True,False
BENIGN,0.1478,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0188,KNOWN,LOW,False,False
DDOS-PSHACK_FLOOD,0.3,KNOWN,LOW,True,False
DOS-SYN_FLOOD,0.3003,KNOWN,LOW,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
RECON-PORTSCAN,0.4757,ROGUE,HIGH,True,False
DOS-TCP_FLOOD,0.4359,SUSPECT,MEDIUM,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4297,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.3826,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.3009,KNOWN,LOW,True,False
SQLINJECTION,0.0546,KNOWN,LOW,False,False
DOS-UDP_FLOOD,0.4378,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.3214,SUSPECT,MEDIUM,True,False
RECON-HOSTDISCOVERY,0.4108,SUSPECT,MEDIUM,True,False
DOS-TCP_FLOOD,0.3399,SUSPECT,MEDIUM,True,False
DDOS-UDP_FLOOD,0.3808,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.2446,KNOWN,LOW,False,False
MITM-ARPSPOOFING,0.0239,KNOWN,LOW,False,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.56,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3026,KNOWN,LOW,True,False
DDOS-ACK_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-TCP_FLOOD,0.35,SUSPECT,MEDIUM,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
DOS-UDP_FLOOD,0.3,KNOWN,LOW,True,False
DDOS-UDP_FLOOD,0.4966,ROGUE,HIGH,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-SYN_FLOOD,0.5151,ROGUE,HIGH,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
DNS_SPOOFING,0.0301,KNOWN,LOW,False,False
DOS-TCP_FLOOD,0.4935,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.4578,ROGUE,HIGH,True,False
DDOS-SYN_FLOOD,0.4826,ROGUE,HIGH,True,False
DOS-SYN_FLOOD,0.3071,KNOWN,LOW,True,False
DDOS-ICMP_FRAGMENTATION,0.3,KNOWN,LOW,True,False
RECON-OSSCAN,0.4894,ROGUE,HIGH,True,False
DDOS-SYNONYMOUSIP_FLOOD,0.5345,ROGUE,HIGH,True,False
DDOS-UDP_FLOOD,0.4883,ROGUE,HIGH,True,False
MIRAI-UDPPLAIN,0.3,KNOWN,LOW,True,False
MITM-ARPSPOOFING,0.0951,KNOWN,LOW,False,False
DDOS-UDP_FLOOD,0.3292,SUSPECT,MEDIUM,True,False
MIRAI-GREIP_FLOOD,0.3,KNOWN,LOW,True,False
MIRAI-GREIP_FLOOD,0.3386,SUSPECT,MEDIUM,True,False
MITM-ARPSPOOFING,0.2596,KNOWN,LOW,False,False
DNS_SPOOFING,0.1806,KNOWN,LOW,False,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DDOS-RSTFINFLOOD,0.3,KNOWN,LOW,True,False
DOS-TCP_FLOOD,0.4387,SUSPECT,MEDIUM,True,False
